Politician,Type,Policy,URL
Clare O Neil,VeryStronglyFor,Stopping tax avoidance or aggressive tax minimisation,https://theyvoteforyou.org.au/policies/92
Clare O Neil,VeryStronglyFor,Temporary Exclusion Orders,https://theyvoteforyou.org.au/policies/220
Clare O Neil,VeryStronglyFor,Treating government action on climate change as a matter of urgency,https://theyvoteforyou.org.au/policies/79
Clare O Neil,StronglyFor,A carbon price,https://theyvoteforyou.org.au/policies/3
Clare O Neil,StronglyFor,A minerals resource rent tax,https://theyvoteforyou.org.au/policies/14
Clare O Neil,ModeratelyFor,Increasing funding for university education,https://theyvoteforyou.org.au/policies/25
Clare O Neil,ModeratelyFor,Letting all MPs or Senators speak in Parliament  procedural,https://theyvoteforyou.org.au/policies/114
Clare O Neil,ModeratelyFor,Suspending the rules to allow a vote to happen  procedural,https://theyvoteforyou.org.au/policies/113
Clare O Neil,ModeratelyFor,The Australian Renewable Energy Agency  ARENA,https://theyvoteforyou.org.au/policies/127
Clare O Neil,Mixed,Political interference in research funding,https://theyvoteforyou.org.au/policies/203
Clare O Neil,Mixed,Privatising government services,https://theyvoteforyou.org.au/policies/168
Clare O Neil,Mixed,Protecting Australian sovereignty in trade agreements,https://theyvoteforyou.org.au/policies/204
Clare O Neil,ModeratelyAgainst,Increasing scrutiny of unions,https://theyvoteforyou.org.au/policies/133
Clare O Neil,ModeratelyAgainst,Senate electoral reform,https://theyvoteforyou.org.au/policies/89
Clare O Neil,ModeratelyAgainst,Speeding things along in Parliament  procedural,https://theyvoteforyou.org.au/policies/112
Clare O Neil,StronglyAgainst,A combined Federal Circuit and Family Court of Australia,https://theyvoteforyou.org.au/policies/202
Clare O Neil,StronglyAgainst,An Australian Building and Construction Commission  ABCC,https://theyvoteforyou.org.au/policies/132
Clare O Neil,StronglyAgainst,Decreasing availability of welfare payments,https://theyvoteforyou.org.au/policies/34
Clare O Neil,VeryStronglyAgainst,A citizenship test,https://theyvoteforyou.org.au/policies/166
Clare O Neil,VeryStronglyAgainst,An emissions reduction fund,https://theyvoteforyou.org.au/policies/37
Clare O Neil,VeryStronglyAgainst,Charging postgraduate research students fees,https://theyvoteforyou.org.au/policies/71
Clare O Neil,VeryStronglyAgainst,Civil celebrants having the right to refuse to marry same sex couples,https://theyvoteforyou.org.au/policies/175
Clare O Neil,VeryStronglyAgainst,Decreasing ABC and SBS funding,https://theyvoteforyou.org.au/policies/56
Clare O Neil,VeryStronglyAgainst,Deregulating undergraduate university fees,https://theyvoteforyou.org.au/policies/58
Clare O Neil,VeryStronglyAgainst,Drug testing welfare recipients,https://theyvoteforyou.org.au/policies/163
Clare O Neil,VeryStronglyAgainst,Getting rid of Sunday and public holiday penalty rates,https://theyvoteforyou.org.au/policies/148
Clare O Neil,VeryStronglyAgainst,Greater control over items brought into immigration detention centres,https://theyvoteforyou.org.au/policies/182
Clare O Neil,VeryStronglyAgainst,Increasing eligibility requirements for Australian citizenship,https://theyvoteforyou.org.au/policies/184
Clare O Neil,VeryStronglyAgainst,Increasing funding for road infrastructure,https://theyvoteforyou.org.au/policies/38
Clare O Neil,VeryStronglyAgainst,Increasing indexation of HECS HELP debts,https://theyvoteforyou.org.au/policies/70
Clare O Neil,VeryStronglyAgainst,Increasing or removing the Government debt limit,https://theyvoteforyou.org.au/policies/13
Clare O Neil,VeryStronglyAgainst,Increasing the Medicare Levy to pay for the National Disability Insurance Scheme,https://theyvoteforyou.org.au/policies/169
Clare O Neil,VeryStronglyAgainst,Increasing the price of subsidised medicine,https://theyvoteforyou.org.au/policies/27
Clare O Neil,VeryStronglyAgainst,Making more water from Murray Darling Basin available to use,https://theyvoteforyou.org.au/policies/185
Clare O Neil,VeryStronglyAgainst,Privatising government assets,https://theyvoteforyou.org.au/policies/21
Clare O Neil,VeryStronglyAgainst,Putting welfare payments onto restricted debit cards  known as cashless debit cards,https://theyvoteforyou.org.au/policies/109
Clare O Neil,VeryStronglyAgainst,Reducing the corporate tax rate,https://theyvoteforyou.org.au/policies/149
Clare O Neil,VeryStronglyAgainst,Regional processing of asylum seekers,https://theyvoteforyou.org.au/policies/16
Clare O Neil,VeryStronglyAgainst,Strengthening gun control laws,https://theyvoteforyou.org.au/policies/126
Clare O Neil,VeryStronglyAgainst,Temporary protection visas,https://theyvoteforyou.org.au/policies/11
Clare O Neil,VeryStronglyAgainst,The Coalition s new schools funding policy   Gonski 2 0,https://theyvoteforyou.org.au/policies/151
Clare O Neil,VeryStronglyAgainst,Tighter means testing of family payments,https://theyvoteforyou.org.au/policies/57
Clare O Neil,VeryStronglyAgainst,Turning back asylum boats when possible,https://theyvoteforyou.org.au/policies/174
Clare O Neil,VeryStronglyAgainst,Unconventional gas mining,https://theyvoteforyou.org.au/policies/18
Murray Watt,VeryStronglyFor,A Free Trade Agreement with China,https://theyvoteforyou.org.au/policies/142
Murray Watt,VeryStronglyFor,A national redress scheme for institutional abuse survivors,https://theyvoteforyou.org.au/policies/125
Murray Watt,VeryStronglyFor,An independent inquiry into Attorney General Christian Porter,https://theyvoteforyou.org.au/policies/256
Murray Watt,VeryStronglyFor,Assisting Australians trying to return from overseas,https://theyvoteforyou.org.au/policies/249
Murray Watt,VeryStronglyFor,Buffer zones around abortion clinics,https://theyvoteforyou.org.au/policies/107
Murray Watt,VeryStronglyFor,Closing the gap between Indigenous and non Indigenous Australians,https://theyvoteforyou.org.au/policies/160
Murray Watt,VeryStronglyFor,Criminalising  revenge porn,https://theyvoteforyou.org.au/policies/158
Murray Watt,VeryStronglyFor,Doctor initiated medical transfers for asylum seekers,https://theyvoteforyou.org.au/policies/145
Murray Watt,VeryStronglyFor,Encouraging Australian based industry,https://theyvoteforyou.org.au/policies/42
Murray Watt,VeryStronglyFor,Expanding Medicare funded dental care,https://theyvoteforyou.org.au/policies/178
Murray Watt,VeryStronglyFor,Extending Jobkeeper Payment,https://theyvoteforyou.org.au/policies/253
Murray Watt,VeryStronglyFor,Giving approval for mining in the Liverpool Plains,https://theyvoteforyou.org.au/policies/154
Murray Watt,VeryStronglyFor,Implementing refugee and protection conventions,https://theyvoteforyou.org.au/policies/8
Murray Watt,VeryStronglyFor,Implementing the recommendations of the Royal Commission into Aboriginal Deaths in Custody,https://theyvoteforyou.org.au/policies/258
Murray Watt,VeryStronglyFor,Increasing access to medicinal cannabis products,https://theyvoteforyou.org.au/policies/156
Murray Watt,VeryStronglyFor,Increasing access to the JobKeeper Payment,https://theyvoteforyou.org.au/policies/235
Murray Watt,VeryStronglyFor,Increasing consumer protections,https://theyvoteforyou.org.au/policies/45
Murray Watt,VeryStronglyFor,Increasing eligibility requirements for Australian citizenship,https://theyvoteforyou.org.au/policies/184
Murray Watt,VeryStronglyFor,Increasing funding for legal aid,https://theyvoteforyou.org.au/policies/105
Murray Watt,VeryStronglyFor,Increasing legal protections for LGBTI people,https://theyvoteforyou.org.au/policies/195
Murray Watt,VeryStronglyFor,Increasing penalties for breach of data,https://theyvoteforyou.org.au/policies/188
Murray Watt,VeryStronglyFor,Increasing protections for franchisees,https://theyvoteforyou.org.au/policies/255
Murray Watt,VeryStronglyFor,Increasing the price of tobacco,https://theyvoteforyou.org.au/policies/124
Murray Watt,VeryStronglyFor,Increasing trade unions  powers in the workplace,https://theyvoteforyou.org.au/policies/6
Murray Watt,VeryStronglyFor,Increasing workplace protections for women,https://theyvoteforyou.org.au/policies/267
Murray Watt,VeryStronglyFor,Legalising euthanasia,https://theyvoteforyou.org.au/policies/190
Murray Watt,VeryStronglyFor,MacMines  proposed China Stone coal mine in the Galilee Basin,https://theyvoteforyou.org.au/policies/201
Murray Watt,VeryStronglyFor,Maintaining or increasing defence spending,https://theyvoteforyou.org.au/policies/161
Murray Watt,VeryStronglyFor,Paid parental leave equality for stay at home mums and dads,https://theyvoteforyou.org.au/policies/240
Murray Watt,VeryStronglyFor,Privatising government assets,https://theyvoteforyou.org.au/policies/21
Murray Watt,VeryStronglyFor,Promoting multiculturalism,https://theyvoteforyou.org.au/policies/194
Murray Watt,VeryStronglyFor,Protecting whales within Australian waters,https://theyvoteforyou.org.au/policies/67
Murray Watt,VeryStronglyFor,Reducing air pollution,https://theyvoteforyou.org.au/policies/225
Murray Watt,VeryStronglyFor,Reducing personal income tax,https://theyvoteforyou.org.au/policies/218
Murray Watt,VeryStronglyFor,Removing children from immigration detention,https://theyvoteforyou.org.au/policies/60
Murray Watt,VeryStronglyFor,Same sex marriage equality,https://theyvoteforyou.org.au/policies/1
Murray Watt,VeryStronglyFor,Stopping tax avoidance or aggressive tax minimisation,https://theyvoteforyou.org.au/policies/92
Murray Watt,VeryStronglyFor,Temporary Exclusion Orders,https://theyvoteforyou.org.au/policies/220
Murray Watt,VeryStronglyFor,The Carbon Pollution Reduction Scheme,https://theyvoteforyou.org.au/policies/7
Murray Watt,VeryStronglyFor,The Paris Climate Agreement,https://theyvoteforyou.org.au/policies/183
Murray Watt,VeryStronglyFor,Transgender rights,https://theyvoteforyou.org.au/policies/214
Murray Watt,VeryStronglyFor,Treating the COVID vaccine rollout as a matter of urgency,https://theyvoteforyou.org.au/policies/264
Murray Watt,VeryStronglyFor,Universal access to abortion services,https://theyvoteforyou.org.au/policies/176
Murray Watt,StronglyFor,Assisting the Arts sector through the coronavirus pandemic,https://theyvoteforyou.org.au/policies/236
Murray Watt,StronglyFor,Australia s timber industry,https://theyvoteforyou.org.au/policies/217
Murray Watt,StronglyFor,Building dedicated quarantine facilities  COVID 19,https://theyvoteforyou.org.au/policies/263
Murray Watt,StronglyFor,Continuing Detention Orders  CDOs,https://theyvoteforyou.org.au/policies/139
Murray Watt,StronglyFor,Ending illegal logging,https://theyvoteforyou.org.au/policies/93
Murray Watt,StronglyFor,Increasing fishing restrictions,https://theyvoteforyou.org.au/policies/41
Murray Watt,StronglyFor,Increasing transparency of big business by making information public,https://theyvoteforyou.org.au/policies/81
Murray Watt,StronglyFor,Making the cashless debit card program voluntary,https://theyvoteforyou.org.au/policies/221
Murray Watt,StronglyFor,Targeting foreign interference in Australia,https://theyvoteforyou.org.au/policies/187
Murray Watt,StronglyFor,Unconventional gas mining,https://theyvoteforyou.org.au/policies/18
Murray Watt,ModeratelyFor,A declared area offence,https://theyvoteforyou.org.au/policies/189
Murray Watt,ModeratelyFor,A Royal Commission into Robodebt,https://theyvoteforyou.org.au/policies/243
Murray Watt,ModeratelyFor,Adani s proposed Carmichael coal mine in the Galilee Basin,https://theyvoteforyou.org.au/policies/162
Murray Watt,ModeratelyFor,Decreasing the gender pay gap,https://theyvoteforyou.org.au/policies/72
Murray Watt,ModeratelyFor,Federal action on public housing,https://theyvoteforyou.org.au/policies/116
Murray Watt,ModeratelyFor,Increasing accessibility of government data and documents,https://theyvoteforyou.org.au/policies/59
Murray Watt,ModeratelyFor,Increasing funding for university education,https://theyvoteforyou.org.au/policies/25
Murray Watt,ModeratelyFor,Increasing government support for the dairy industry,https://theyvoteforyou.org.au/policies/208
Murray Watt,ModeratelyFor,Increasing housing affordability,https://theyvoteforyou.org.au/policies/117
Murray Watt,ModeratelyFor,Increasing investment in renewable energy,https://theyvoteforyou.org.au/policies/20
Murray Watt,ModeratelyFor,Increasing investment in the coal industry,https://theyvoteforyou.org.au/policies/141
Murray Watt,ModeratelyFor,Increasing parliamentary entitlements for current MPs and Senators,https://theyvoteforyou.org.au/policies/98
Murray Watt,ModeratelyFor,Increasing scrutiny of asylum seeker management,https://theyvoteforyou.org.au/policies/4
Murray Watt,ModeratelyFor,Increasing surveillance powers,https://theyvoteforyou.org.au/policies/44
Murray Watt,ModeratelyFor,Offshore oil mining,https://theyvoteforyou.org.au/policies/231
Murray Watt,ModeratelyFor,Offshore processing for people seeking asylum in Australia,https://theyvoteforyou.org.au/policies/51
Murray Watt,ModeratelyFor,Preventative Detention Orders  PDOs,https://theyvoteforyou.org.au/policies/135
Murray Watt,ModeratelyFor,Protecting Australian sovereignty in trade agreements,https://theyvoteforyou.org.au/policies/204
Murray Watt,ModeratelyFor,Protecting the Great Barrier Reef,https://theyvoteforyou.org.au/policies/122
Murray Watt,ModeratelyFor,Protecting whistleblowers,https://theyvoteforyou.org.au/policies/90
Murray Watt,ModeratelyFor,Regional processing of asylum seekers,https://theyvoteforyou.org.au/policies/16
Murray Watt,ModeratelyFor,Treating government action on climate change as a matter of urgency,https://theyvoteforyou.org.au/policies/79
Murray Watt,Mixed,A fast transition from fossil fuels to renewable energy,https://theyvoteforyou.org.au/policies/91
Murray Watt,Mixed,A Royal Commission into Violence and Abuse against People with Disability,https://theyvoteforyou.org.au/policies/157
Murray Watt,Mixed,Changing the wording of section 18C of the Racial Discrimination Act,https://theyvoteforyou.org.au/policies/147
Murray Watt,Mixed,Creating a federal Anti Corruption Commission,https://theyvoteforyou.org.au/policies/86
